company_raw,company_normalized,official_name,factset_entity_id
SUNeVision Holdings Ltd,sunevision,SUNeVision Holdings Ltd.,05HZRK-E
TT International,tt international,TT Electronics plc,05HZSP-E
Sopra Steria Group,sopra steria,Sopra Steria Group,05HZTV-E
Finnair Oyj,finnair,Finnair Oyj,05HZWM-E
Takasago Europe GmbH,takasago europe,Takasago International Corporation,05HZWX-E
"Toyota Boshoku (China) Co.,Ltd",toyota boshoku china,Toyota Boshoku Corporation,05HZX8-E
Hitachi Construction Machinery (Australia) Pty Ltd,hitachi construction machinery australia,"Hitachi Construction Machinery Co., Ltd.",05HZY1-E
Mizuno,mizuno,Mizuno Corporation,05HZY5-E
Bang Olufsen a/s,bang olufsen a s,Bang & Olufsen a/s,05J036-E
KWE-KINTETSU WORLD EXPRESS,kwe kintetsu world express,"Kintetsu World Express, Inc.",05J03V-E
KINTETSU WORLD EXPRESS INDIA P LTD,kintetsu world express india p,"Kintetsu World Express, Inc.",05J03V-E
KINTETSU WORLD EXPRESS LTD,kintetsu world express,"Kintetsu World Express, Inc.",05J03V-E
KINTETSU WORLD EXPRESS MIDDLE EAST,kintetsu world express middle east,"Kintetsu World Express, Inc.",05J03V-E
Wincanton Holdings Limited,wincanton,Wincanton plc,05J06W-E
APA Group Limited,apa,APA Group,05J094-E
APA Infrastructure Limited,apa infrastructure,APA Group,05J094-E
Temenos AG,temenos,Temenos AG,05J0BX-E
Temenos India Private Limited,temenos india private,Temenos AG,05J0BX-E
Andritz Feed & Biofuel B.V.,andritz feed biofuel b v,Andritz AG,05J0DH-E
KWS ARGENTINA SA,kws argentina,KWS SAAT SE & Co. KGaA,05J0F9-E
Juventus Football Club S.p.A,juventus football club s p a,Juventus Football Club S.p.A.,05J0GG-E
GoCo Group Plc,goco,Future plc,05J0HN-E
Austral Fisheries Pty Ltd,austral fisheries,Maruha Nichiro Corporation,05J0JG-E
MARUHA NICHIRO CORPORATION,maruha nichiro,Maruha Nichiro Corporation,05J0JG-E
Cranswick plc,cranswick,Cranswick plc,05J0L0-E
Cranswick Convenience Foods,cranswick convenience foods,Cranswick plc,05J0L0-E
Cranswick Country Foods Poultry,cranswick country foods poultry,Cranswick plc,05J0L0-E
NM Rothschild and Sons Ltd,nm rothschild and sons,Rothschild & Co,05J0M3-E
Rothschild & co,rothschild,Rothschild & Co,05J0M3-E
John Menzies PLC,john menzies,John Menzies plc,05J0M6-E
China Resources Land Limited,china resources land,China Resources Land Limited,05J0MK-E
MITSUI-SOKO HOLDINGS Co. Ltd.,mitsui soko,"MITSUI-SOKO HOLDINGS Co., Ltd.",05J0MW-E
OOCL LOGISTICS CHINA LTD,oocl logistics china,Orient Overseas International Ltd.,05J0SZ-E
Haldex Brake Products AB,haldex brake products,Haldex AB,05J0W7-E
Manutan International,manutan international,Manutan International,05J0Y0-E
Nutresa,nutresa,Grupo Nutresa S.A.,05J103-E
Grupo Nutresa,grupo nutresa,Grupo Nutresa S.A.,05J103-E
CIA NACIONAL DE CHOCOLATES SAS,cia nacional de chocolates sas,Grupo Nutresa S.A.,05J103-E
Logicalis Brasil,logicalis brasil,Datatec Limited,05J10M-E
Bank of Queensland,bank of queensland,Bank of Queensland Limited,05J10S-E
Z Energy Ltd,z energy,Ampol Limited,05J11L-E
Ampol Energy Pty Limited,ampol energy,Ampol Limited,05J11L-E
Planet,planet,PALFINGER AG,05J17T-E
"SHIZUOKA GAS Co., Ltd.",shizuoka gas,"Shizuoka Gas Co., Ltd.",05J1FP-E
Challenger,challenger,Challenger Limited,05J1H2-E
Haglöfs AB,haglofs,ASICS Corporation,05J1HQ-E
Haglâˆšâˆ‚fs Scandinavia AB,haglaˆsaˆ fs scandinavia,ASICS Corporation,05J1HQ-E
Royal Unibrew,royal unibrew,Royal Unibrew A/S,05J1MR-E
Royal Unibrew A/S,royal unibrew a s,Royal Unibrew A/S,05J1MR-E
Braskem Netherlands B.V.,braskem netherlands b v,Braskem S.A.,05J1R2-E
Braskem S/A,braskem s a,Braskem S.A.,05J1R2-E
Norsul e Braskem S.A.,norsul e braskem s a,Braskem S.A.,05J1R2-E
Braskem,braskem,Braskem S.A.,05J1R2-E
Oxiteno,oxiteno,Braskem S.A.,05J1R2-E
Braskem Netherlands BV,braskem netherlands,Braskem S.A.,05J1R2-E
IQE,iqe,IQE Plc,05J1V4-E
TVS Ltd,tvs,TVS Motor Company Limited,05J1V5-E
Savills (Aust) Pty Ltd,savills aust,Savills plc,05J1X4-E
Wilmington Plc,wilmington,Wilmington plc,05J261-E
Jet2.com,jet2 com,,05J26M-E
Eurofins,eurofins,Eurofins Scientific SE,05J26N-E
Eurofins Scientific,eurofins scientific,Eurofins Scientific SE,05J26N-E
Grupo Suramericana,grupo suramericana,Grupo de Inversiones Suramericana S.A.,05J27C-E
SURA Peru,sura peru,Grupo de Inversiones Suramericana S.A.,05J27C-E
Sura,sura,Grupo de Inversiones Suramericana S.A.,05J27C-E
Jungheinrich Norge AS,jungheinrich norge,Jungheinrich AG,05J28L-E
Jungheinrich Nederland BV,jungheinrich nederland,Jungheinrich AG,05J28L-E
Jungheinrich UK Ltd,jungheinrich uk,Jungheinrich AG,05J28L-E
Jungheinrich AG,jungheinrich,Jungheinrich AG,05J28L-E
Aluminium of Greece,aluminium of greece,MYTILINEOS S.A.,05J2FV-E
MYTILINEOS,mytilineos,MYTILINEOS S.A.,05J2FV-E
burgbad AG,burgbad,Villeroy & Boch AG,05J2H7-E
Butagaz,butagaz,Rubis SCA,05J2HV-E
Rubis Terminal Rotterdam BV,rubis terminal rotterdam,Rubis SCA,05J2HV-E
Rubis Terminal Rotterdam B.V.,rubis terminal rotterdam b v,Rubis SCA,05J2HV-E
BayWa r.e. Group,baywa r e,BayWa AG,05J2JC-E
BayWa Energie,baywa energie,BayWa AG,05J2JC-E
BayWa Obst GmbH,baywa obst,BayWa AG,05J2JC-E
BayWa Global Poduce GmbH,baywa global poduce,BayWa AG,05J2JC-E
BayWa Global Produce GmbH,baywa global produce,BayWa AG,05J2JC-E
DFDS A/S,dfds a s,DFDS A/S,05J2MN-E
DFDS,dfds,DFDS A/S,05J2MN-E
"Pigeon(Shanghai) Co.,LTD",pigeon shanghai,Pigeon Corporation,05J2RC-E
Lansinoh Laboratories Inc.,lansinoh laboratories,Pigeon Corporation,05J2RC-E
Grupo Ultra,grupo ultra,Ultrapar Participações S.A.,05J2RK-E
Ipiranga Produtos de Petróleo S.A.,ipiranga produtos de petroleo s a,Ultrapar Participações S.A.,05J2RK-E
Ipiranga,ipiranga,Ultrapar Participações S.A.,05J2RK-E
Ultragaz S.A.,ultragaz s a,Ultrapar Participações S.A.,05J2RK-E
"Hiroshima Gas Co., Ltd",hiroshima gas,"Hiroshima Gas Co., Ltd.",05J2XB-E
ALS Limited,als,ALS Limited,05J30T-E
Goodman Acquisitions (Aust) Pty Limited,goodman acquisitions aust,ALS Limited,05J30T-E
ZIG SHENG INDUSTRIAL CO LTD,zig sheng industrial,"Zig Sheng Industrial Co., Ltd.",05J31T-E
EVERBRIGHT ENVIRONMENT,everbright environment,China Everbright Environment Group Limited,05J34H-E
Sweco Environment AB,sweco environment,Sweco AB,05J34X-E
Alumil S.A.,alumil s a,Alumil Aluminium Industry S.A.,05J360-E
AEROPORT DE PARIS,aeroport de paris,,05J36Z-E
Sasa Polyester,sasa polyester,SASA Polyester Sanayi A.Ş.,05J398-E
ElringKlinger GB Ltd,elringklinger gb,ElringKlinger AG,05J399-E
Elring Klinger GB Ltd,elring klinger gb,ElringKlinger AG,05J399-E
HG Capital,hg capital,,05J3BT-E
NIBE Systemtechnik GmbH,nibe systemtechnik,NIBE Industrier AB,05J3CN-E
Spadel,spadel,Spadel Group,05J3CW-E
BBVA Argentina,bbva argentina,Banco BBVA Argentina S.A.,05J3FB-E
HSE,hse,Nolato AB,05J3MH-E
CJ LOGISTICS CORPORATION,cj logistics,CJ Logistics Corporation,05J3ML-E
TXC Corporation,txc,TXC Corporation,05J3PK-E
Amorim,amorim,"Corticeira Amorim, S.G.P.S., S.A.",05J3PW-E
SEIKA CORPORATION,seika,Seika Corporation,05J3SS-E
PIDILITE INDUSTRIES LTD,pidilite industries,Pidilite Industries Limited,05J3SZ-E
Ringkøbing Landbobank,ringkøbing landbobank,Ringkøbing Landbobank A/S,05J3T8-E
Lundin Petroleum SA,lundin petroleum,Lundin Energy AB,05J3WN-E
Severfield PLC,severfield,Severfield plc,05J425-E
BHARAT FORGE LTD.,bharat forge,Bharat Forge Limited,05J445-E
"Tatsuta Electric Wire & Cable Co., Ltd.",tatsuta electric wire cable,"Tatsuta Electric Wire & Cable Co., Ltd.",05J4BF-E
E.SUN BANK,e sun bank,"E.SUN Financial Holding Co., Ltd.",05J4CT-E
E.SUN FHC,e sun fhc,"E.SUN Financial Holding Co., Ltd.",05J4CT-E
LPKF Laser Electronics SE,lpkf laser electronics,LPKF Laser & Electronics AG,05J4CZ-E
AUROBINDO PHARMA LTD,aurobindo pharma,Aurobindo Pharma Limited,05J4FC-E
Mastek Ltd,mastek,Mastek Limited,05J4FX-E
KSB SE & Co. KGaA,ksb kgaa,KSB SE & Co. KGaA,05J4GT-E
KSB ITALIA S.p.A.,ksb italia s p a,KSB SE & Co. KGaA,05J4GT-E
Itoki Corporation,itoki,Itoki Corporation,05J4L4-E
q.beyond AG,q beyond,q.beyond AG,05J4QL-E
CEWE Stiftung & Co. KGaA,cewe stiftung kgaa,CEWE Stiftung & Co. KGaA,05J4S9-E
NEXEN TIRE CORPORATION,nexen tire,Nexen Tire Corporation,05J4W1-E
Oxford Biomedica,oxford biomedica,Oxford Biomedica plc,05J4ZN-E
FUCHS PETROLUB SE,fuchs petrolub,Fuchs Petrolub SE,05J50C-E
FUCHS,fuchs,Fuchs Petrolub SE,05J50C-E
Hill & Smith Ltd,hill smith,Hill & Smith Holdings PLC,05J581-E
Wolford AG,wolford,Wolford AG,05J5C4-E
Ceylon Tobacco Company PLC,ceylon tobacco,Ceylon Tobacco Company PLC,05J5FD-E
Minor Hotels Europe & Americas,minor hotels europe americas,Minor International Public Company Limited,05J5MH-E
TYCOONS GROUP ENTERPRISE CO LTD,tycoons enterprise,"Tycoons Group Enterprise Co., Ltd.",05J5PX-E
SINON CORPORATION,sinon,Sinon Corporation,05J5Q5-E
Xaar plc,xaar,Xaar plc.,05J5T8-E
EXPORTS SHIPPING DEPT HAYLEYS GROUP,exports shipping dept hayleys,Hayleys PLC,05J623-E
Blackmores Limited,blackmores,Blackmores Limited,05J63N-E
PT. INDORAMA SYNTHETICS TBK,pt indorama synthetics,PT Indorama Synthetics Tbk.,05J65H-E
Liontrust Asset Management plc,liontrust asset management,Liontrust Asset Management Plc,05J6WC-E
Liontrust,liontrust,Liontrust Asset Management Plc,05J6WC-E
Banco do Estado do Rio Grande do Sul S.A.,banco do estado do rio grande do sul s a,Banco do Estado do Rio Grande do Sul S.A.,05J99L-E
Bangchak Corporation Public Company Limited,bangchak public,Bangchak Corporation Public Company Limited,05JB0W-E
Olvi Oyj.,olvi,Olvi Oyj,05JB52-E
4imprint Group plc,4imprint,4imprint Group plc,05JB9G-E
Eco World Development Group Berhad,eco world development berhad,Eco World Development Group Berhad,05JBQ5-E
SRF LTD,srf,SRF Limited,05JC0D-E
Calida Ungarn GmbH,calida ungarn,Calida Holding AG,05JC3P-E
Calida,calida,Calida Holding AG,05JC3P-E
VARDHAMAN TEXTILES LTD,vardhaman textiles,Vardhman Textiles Limited,05JC4L-E
Avanza,avanza,Avanza Bank Holding AB,05JCRV-E
Mulberry Company (Design) Ltd,mulberry design,Mulberry Group plc,05JD17-E
Otokar Otomotiv ve Savunma Sanayi A.Ş,otokar otomotiv ve savunma sanayi a s,Otokar Otomotiv ve Savunma Sanayi A.Ş.,05JD2H-E
TSKB,tskb,Türkiye Sınai Kalkınma Bankası A.Ş.,05JD2P-E
"Nissei (Kunshan) Food Co., Ltd",nissei kunshan food,"Nissei ASB Machine Co., Ltd.",05JDD6-E
arena S.p.A.,arena s p a,BasicNet S.p.A.,05JDZ4-E
Rímac Seguros,rimac seguros,RIMAC Seguros y Reaseguros,05JFLY-E
Rímac Seguros y Reaseguros,rimac seguros y reaseguros,RIMAC Seguros y Reaseguros,05JFLY-E
Fabasoft AG,fabasoft,Fabasoft AG,05JFMH-E
Beta Systems Software AG,beta systems software,,05JFP5-E
SCX,scx,secunet Security Networks AG,05JFX4-E
Eleco Plc,eleco,Eleco Plc,05JGS5-E
KCB Australia Pty Ltd,kcb australia,KCB Group PLC,05JGT3-E
Silence Therapeutics,silence therapeutics,Silence Therapeutics plc.,05JHJG-E
Silence Theraputics,silence theraputics,Silence Therapeutics plc.,05JHJG-E
Nürnberger Lebensversicherung AG,nurnberger lebensversicherung,Nürnberger Lebensversicherung AG,05JL5X-E
ENAGÁS TRANSPORTE SAU,enagas transporte sau,Enagás S.A.,05JLQW-E
ENAGÁS S.A.,enagas s a,Enagás S.A.,05JLQW-E
ENAGâˆšÃ…S,enagaˆsa s,Enagás S.A.,05JLQW-E
NS BLUESCOPE VIETNAM LIMITED,ns bluescope vietnam,BlueScope Steel Limited,05JLQX-E
Alfa Laval Nordic Oy,alfa laval nordic oy,Alfa Laval AB,05JLR1-E
Intrum AS,intrum,Intrum AB,05JLR5-E
Nordic Semiconductor ASA,nordic semiconductor,Nordic Semiconductor ASA,05JLV0-E
Banco Macro S.A.,banco macro s a,Banco Macro S.A.,05JLY2-E
BANCO MACRO SA,banco macro,Banco Macro S.A.,05JLY2-E
POLYPLEX CORPORATION LTD,polyplex,Polyplex Corporation Limited,05JLYF-E
Vista Alegre,vista alegre,Vista Alegre Atlantis S.A.,05JMCX-E
SUDARSHAN CHEMICAL INDUSTRIES LTD,sudarshan chemical industries,Sudarshan Chemical Industries Ltd.,05JMS5-E
Knowit AB,knowit,Knowit AB,05JMWR-E
Ebiquity PLC,ebiquity,Ebiquity plc,05JMXH-E
PIRAMAL GLASS CEYLON PLC,piramal glass ceylon,Piramal Glass Ceylon PLC,05JQ65-E
Alliance Pharma,alliance pharma,Alliance Pharma plc,05JSCJ-E
Fortescue Metals Group Ltd,fortescue metals,Fortescue Metals Group Limited,05JSN7-E
Burberry Group Plc,burberry,Burberry Group plc,05JSWX-E
THE WATERBASE LTD,the waterbase,The Waterbase Limited,05JTBN-E
North Australian Pastoral Company,north australian pastoral,Australian Agricultural Company Limited,05JYQR-E
China Aviation Oil (Singapore) Corporation Ltd,china aviation oil singapore,China Aviation Oil (Singapore) Corporation Ltd,05JZYG-E
BYD AUTO CO LTD,byd auto,BYD Company Limited,05JZZW-E
JCT CO LTD,jct,JCT Limited,05K012-E
Lojas Renner S.A.,lojas renner s a,Lojas Renner S.A.,05K029-E
Renner S.A.,renner s a,Lojas Renner S.A.,05K029-E
Lojas Renner SA,lojas renner,Lojas Renner S.A.,05K029-E
Lojas Renner Uruguay S.A.,lojas renner uruguay s a,Lojas Renner S.A.,05K029-E
Insignia Financial Ltd,insignia financial,Insignia Financial Ltd,05K263-E
COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA,companhia de transmissao de energia eletrica paulista,Companhia de Transmissão de Energia Elétrica Paulista S.A.,05K4KS-E
ISA CTEEP,isa cteep,Companhia de Transmissão de Energia Elétrica Paulista S.A.,05K4KS-E
JAIN IRRIGATION SYSTEMS LIMITED,jain irrigation systems,Jain Irrigation Systems Ltd.,05K4ZN-E
Spur,spur,Spur Corporation Limited,05KBJ2-E
Vitec Software Group,vitec software,Vitec Software Group AB (publ),05KBJN-E
Fonterra Co-Operative Group Limited,fonterra operative,Fonterra Co-operative Group Limited,05KBSF-E
Fonterra Brands (NZ) Limited,fonterra brands nz,Fonterra Co-operative Group Limited,05KBSF-E
Ferro,ferro,"Crown Holdings, Inc.",05KK69-E
Frasers Property,frasers property,Frasers Property Limited,05KMNR-E
Frasers Property Australia Pty Limited,frasers property australia,Frasers Property Limited,05KMNR-E
Bank of China,bank of china,Bank of China Limited,05KR5Y-E
BANK OF CHINA HEFEI FEICUILU SUB-BRANCH,bank of china hefei feicuilu sub branch,Bank of China Limited,05KR5Y-E
"Shanghai Bank of China Tower Co., Ltd.",shanghai bank of china tower,Bank of China Limited,05KR5Y-E
Bank of China Limited Jiangyin Xiake sub-branch,bank of china jiangyin xiake sub branch,Bank of China Limited,05KR5Y-E
Bank of China Jianshezhonglu Branch,bank of china jianshezhonglu branch,Bank of China Limited,05KR5Y-E
Bank of China Limited Suzhou Branch,bank of china suzhou branch,Bank of China Limited,05KR5Y-E
Bank of China Heilongjiang Branch,bank of china heilongjiang branch,Bank of China Limited,05KR5Y-E
BOC INTERNATIONAL,boc international,Bank of China Limited,05KR5Y-E
COPEC,copec,Empresas Copec S.A.,05KVF4-E
COSAN S.A.,cosan s a,Cosan S.A.,05KVQ5-E
CTT Expresso,ctt expresso,CTT-Correios de Portugal S.A.,05KVVP-E
"CTT - Correios de Portugal, S.A.",ctt correios de portugal s a,CTT-Correios de Portugal S.A.,05KVVP-E
"CTT EXPRESSO – SERVIÇOS POSTAIS E LOGÍSTICA, S.A.",ctt expresso servicos postais e logistica s a,CTT-Correios de Portugal S.A.,05KVVP-E
"CTT â€“ Correios de Portugal, Sociedade Aberta",ctt a correios de portugal sociedade aberta,CTT-Correios de Portugal S.A.,05KVVP-E
"CTT EXPRESSO â€“ SERVIÇOS POSTAIS E LOGÍSTICA, S.A.",ctt expresso a servicos postais e logistica s a,CTT-Correios de Portugal S.A.,05KVVP-E
Duni AB,duni,Duni AB,05KWRM-E
FUYAO GLASS INDUSTRY GROUP CO LTD,fuyao glass industry,"Fuyao Glass Industry Group Co., Ltd.",05KZ4L-E
Hargreaves Lansdown,hargreaves lansdown,Hargreaves Lansdown plc,05L0C8-E
trans-o-flex,trans o flex,Österreichische Post AG,05L2W1-E
Österreichische Post AG,osterreichische post,Österreichische Post AG,05L2W1-E
Ã–sterreichische Post AG,a sterreichische post,Österreichische Post AG,05L2W1-E
Austrian Post,austrian post,Österreichische Post AG,05L2W1-E
Össur,ossur,Össur hf.,05L60D-E
PETROFAC,petrofac,Petrofac Limited,05L69W-E
PIAGGIO & C. SPA,piaggio c,Piaggio & C. S.p.A.,05L6HL-E
PostePay,postepay,Poste Italiane S.p.A.,05L6TG-E
Epson,epson,Seiko Epson Corporation,05L8P1-E
Epson Italia S.P.A.,epson italia s p a,Seiko Epson Corporation,05L8P1-E
SAIC Motor,saic motor,SAIC Motor Corporation Limited,05L8TP-E
MG,mg,SAIC Motor Corporation Limited,05L8TP-E
SPS Commerce,sps commerce,"SPS Commerce, Inc.",05L9QP-E
Tata Consultancy Services Limited Magyarországi Fióktelepe,tata consultancy services magyarorszagi fioktelepe,Tata Consultancy Services Limited,05LBFM-E
Tata Consultancy Services Deutschland GmbH,tata consultancy services deutschland,Tata Consultancy Services Limited,05LBFM-E
Tata Consultancy Services Belgium NV/SA,tata consultancy services belgium,Tata Consultancy Services Limited,05LBFM-E
Tata Consultancy Services Italia S.R.L.,tata consultancy services italia s r l,Tata Consultancy Services Limited,05LBFM-E
Tata Consultancy Services Luxembourg S.A.,tata consultancy services luxembourg s a,Tata Consultancy Services Limited,05LBFM-E
"Tata Consultancy Services (Philippines), Inc",tata consultancy services philippines,Tata Consultancy Services Limited,05LBFM-E
"Tata Consultancy Services (China) Co., Ltd.",tata consultancy services china,Tata Consultancy Services Limited,05LBFM-E
Tata Consultancy Services Limited,tata consultancy services,Tata Consultancy Services Limited,05LBFM-E
Tata Consultancy Services Asia Pacific Pte Ltd,tata consultancy services asia pacific,Tata Consultancy Services Limited,05LBFM-E
KERRY LOGISTICS PHILS INC,kerry logistics phils,Kerry Logistics Network Limited,05LG00-E
KERRY LOGISTICS LANKA PVT LTD,kerry logistics lanka pvt,Kerry Logistics Network Limited,05LG00-E
KERRY LOGISTICS (GERMANY) GMBH,kerry logistics germany,Kerry Logistics Network Limited,05LG00-E
Sky Group,sky,Comcast Corporation,05LL2F-E
Comcast,comcast,Comcast Corporation,05LL2F-E
Norwegian Air Shuttle,norwegian air shuttle,Norwegian Air Shuttle ASA,05LQHV-E
Norwegian Air Shuttle customers,norwegian air shuttle customers,Norwegian Air Shuttle ASA,05LQHV-E
SINOTRANS EASTREN COMPANY,sinotrans eastren,Sinotrans Limited,05LRCF-E
SINOTRANS NORTH CHINA CONTAINER COMPANY,sinotrans north china container,Sinotrans Limited,05LRCF-E
SINOTRANS ZHEJIANG CO LTD,sinotrans zhejiang,Sinotrans Limited,05LRCF-E
"Sinotrans Logistics Ningbo Co., Ltd.",sinotrans logistics ningbo,Sinotrans Limited,05LRCF-E
SINOTRANS LANDBRIDGE TRANSPORTATION,sinotrans landbridge transportation,Sinotrans Limited,05LRCF-E
SINOTRANS TIANJIN CO LTD,sinotrans tianjin,Sinotrans Limited,05LRCF-E
SINOTRANS LIMITED,sinotrans,Sinotrans Limited,05LRCF-E
SINOTRANS SOUTH CHINA CONTAINER,sinotrans south china container,Sinotrans Limited,05LRCF-E
SINOTRANS ZEJIANG CO LTD NGP YT BR,sinotrans zejiang ngp yt br,Sinotrans Limited,05LRCF-E
Prada Spa,prada,Prada S.p.A.,05LVPR-E
Prada S.p.A,prada s p a,Prada S.p.A.,05LVPR-E
Miu Miu,miu miu,Prada S.p.A.,05LVPR-E
"Industrial and Commercial Bank of China, Fuqing Municipal Branch",industrial and commercial bank of china fuqing municipal branch,Industrial & Commercial Bank of China Ltd.,05LXLF-E
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,industrial and commercial bank of china,Industrial & Commercial Bank of China Ltd.,05LXLF-E
Voya Financial,voya financial,"Voya Financial, Inc.",05LY00-E
TATA STEEL BSL LIMITED,tata steel bsl,Tata Steel BSL Limited,05LYCN-E
COSMO FILMS LIMITED,cosmo films,Cosmo Films Limited,05LYDB-E
Husqvarna,husqvarna,Husqvarna AB,05M30D-E
Opal Australian Paper,opal australian paper,"Nippon Paper Industries Co., Ltd.",05M5PH-E
"Visa USA, Inc.",visa usa,Visa Inc.,05MDRV-E
VISA,visa,Visa Inc.,05MDRV-E
Visa Europe Ltd.,visa europe,Visa Inc.,05MDRV-E
Engine Lease Finance,engine lease finance,AerCap Holdings N.V.,05MFDM-E
AerCap Ireland Limited,aercap ireland,AerCap Holdings N.V.,05MFDM-E
Black Hills Service Company,black hills service,Black Hills Corporation,05MLTZ-E
Aeorema Communications Plc,aeorema communications,Aeorema Communications plc,05MR4X-E
Ahlsell,ahlsell,Ahlsell AB,05MR64-E
Transforce,transforce,TFI International Inc.,05N8QK-E
Santander Brasil,santander brasil,Banco Santander Brasil S.A.,05NSLM-E
Banco Santander (Brasil) S.A.,banco santander brasil s a,Banco Santander Brasil S.A.,05NSLM-E
QNB Finansinvest,qnb finansinvest,Qatar National Bank (Q.P.S.C.),05NWT8-E
QNB Finansbank,qnb finansbank,Qatar National Bank (Q.P.S.C.),05NWT8-E
QNB,qnb,Qatar National Bank (Q.P.S.C.),05NWT8-E
Yello Strom GmbH,yello strom,EnBW Energie Baden-WÃ¼rttemberg AG,05PCZC-E
OBS,obs,"The OLB Group, Inc.",05PDMP-E
Sinyi Realty Inc.,sinyi realty,Sinyi Realty Inc.,05PS8M-E
MARUTI SUZUKI INDIA LTD,maruti suzuki india,Maruti Suzuki India Limited,05Q9SJ-E
Nikko AM Co Ltd,nikko am,"Nikko Asset Management Co., Ltd.",05QBT3-E
Nikko,nikko,"Nikko Asset Management Co., Ltd.",05QBT3-E
PT Bank Mandiri (Persero) Tbk,pt bank mandiri persero,PT Bank Mandiri (Persero) Tbk,05QM2Z-E
PT Bank Mandiri Tbk,pt bank mandiri,PT Bank Mandiri (Persero) Tbk,05QM2Z-E
Daesang Corporation,daesang,Daesang Corporation,05QW6C-E
"MEDIASET ESPAÑA COMUNICACIÓN, S.A",mediaset espana comunicacion s a,"Mediaset España Comunicación, S.A.",05RP6T-E
PolyNovo,polynovo,PolyNovo Limited,05S7MR-E
WEX Europe Services,wex europe services,WEX Inc.,05S8PL-E
OCBC Bank,ocbc bank,Oversea-Chinese Banking Corporation (OCBC),05SGLV-E
OCBC,ocbc,Oversea-Chinese Banking Corporation (OCBC),05SGLV-E
Bank of Singapore Limited,bank of singapore,Oversea-Chinese Banking Corporation (OCBC),05SGLV-E
OVERSEA-CHINESE BANKING CORPORATION LIMITED,oversea chinese banking,Oversea-Chinese Banking Corporation (OCBC),05SGLV-E
PGE,pge,PGE Polska Grupa Energetyczna S.A.,05SGNS-E
PGE-Carty,pge carty,PGE Polska Grupa Energetyczna S.A.,05SGNS-E
PGE- Port Westward 2,pge port westward 2,PGE Polska Grupa Energetyczna S.A.,05SGNS-E
PGE Carty facility,pge carty facility,PGE Polska Grupa Energetyczna S.A.,05SGNS-E
PG&E,pg e,PGE Polska Grupa Energetyczna S.A.,05SGNS-E
Betsson Group,betsson,Betsson AB,05SGYG-E
"Alnylam Pharmaceuticals, Inc.",alnylam pharmaceuticals,"Alnylam Pharmaceuticals, Inc.",05SJ7P-E
AIA Hong Kong,aia hong kong,AIA Group Limited,05SJM3-E
Cencosud Retail Perâˆšâˆ« S.A.,cencosud retail peraˆsaˆ s a,Cencosud S.A.,05SK9R-E
Cencosud Retail Perú S.A.,cencosud retail peru s a,Cencosud S.A.,05SK9R-E
Cenosud Chile,cenosud chile,Cencosud S.A.,05SK9R-E
Cencosud Chile,cencosud chile,Cencosud S.A.,05SK9R-E
Cencosud S.A.,cencosud s a,Cencosud S.A.,05SK9R-E
Portland General Electric,portland general electric,Portland General Electric Company,05SWQW-E
Portland General Electric's Carty facility,portland general electric s carty facility,Portland General Electric Company,05SWQW-E
Portland General Electric Port Westward Facility,portland general electric port westward facility,Portland General Electric Company,05SWQW-E
PGE's Carty Facility,pge s carty facility,Portland General Electric Company,05SWQW-E
PGE Carty,pge carty,Portland General Electric Company,05SWQW-E
PGE Port Westward 2,pge port westward 2,Portland General Electric Company,05SWQW-E
PGE Port Westward,pge port westward,Portland General Electric Company,05SWQW-E
Lotus,lotus,Geely Automobile Holdings Limited,05SXBK-E
"Zhejiang Geely Holding Group Co., Ltd",zhejiang geely,Geely Automobile Holdings Limited,05SXBK-E
"Baoji Geely Automobile Parts Co., Ltd.",baoji geely automobile parts,Geely Automobile Holdings Limited,05SXBK-E
"Zhejiang Geely Automobile Co,.Ltd. Chengdu Branch",zhejiang geely automobile chengdu branch,Geely Automobile Holdings Limited,05SXBK-E
"Xiâ€šÃ„Ã´an Geely Automobile Co., Ltd.",xia a an geely automobile,Geely Automobile Holdings Limited,05SXBK-E
"ZHEJIANG GEELY AUTOMOBILE CO., LTD.",zhejiang geely automobile,Geely Automobile Holdings Limited,05SXBK-E
Banco Bmg S.A.,banco bmg s a,,05SZCB-E
Lupin Healthcare (UK) Limited,lupin healthcare uk,Lupin Limited,05T191-E
Covestro,covestro,Covestro AG,05TL0X-E
BALMER LAWRIE & CO LTD,balmer lawrie,Balmer Lawrie & Co. Ltd.,05V2T4-E
